patent_id	inventor_id	location_id
11000932	fl:ahmed_ln:sato-00190	loc-0072
11000932	fl:olivia_ln:martin-01628	loc-0097
11000932	fl:greta_ln:tanaka-00474	loc-0082
11000933	fl:amelia_ln:taylor-00607	loc-0051
11000933	fl:seo-yun_ln:anderson-00184	loc-0196
11000933	fl:rajesh_ln:brown-00618	loc-0136
11000934	fl:isabella_ln:smith-01112	loc-0197
11000935	fl:ivan_ln:rodriguez-00395	loc-0106
11000936	fl:john_ln:taylor-00921	loc-0179
11000937	fl:chen_ln:park-00149	loc-0000
11000937	fl:anika_ln:esposito-01362	loc-0021
11000938	fl:hans_ln:kumar-01033	loc-0005
11000938	fl:olivia_ln:dupont-01327	loc-0042
11000938	fl:isabella_ln:johnson-00839	loc-0177
11000938	fl:giulia_ln:ferrari-01262	loc-0168
11000939	fl:min_ln:ahmed-01434	loc-0070
11000939	fl:min_ln:rodriguez-01548	loc-0004
11000939	fl:chen_ln:li-00956	loc-0100
11000940	fl:alice_ln:yamamoto-01265	loc-0195
11000940	fl:kenji_ln:johnson-01179	loc-0122
11000941	fl:priya_ln:ahmed-00430	loc-0116
11000941	fl:chen_ln:sato-01383	loc-0178
11000941	fl:giulia_ln:ivanov-00869	loc-0131
11000942	fl:hans_ln:tanaka-00060	loc-0078
11000943	fl:mohammed_ln:ali-01550	loc-0122
11000943	fl:sofia_ln:tanaka-00609	loc-0159
11000943	fl:john_ln:ferrari-00082	loc-0009
11000943	fl:liu_ln:tanaka-01429	loc-0157
11000944	fl:ivan_ln:hassan-00705	loc-0129
11000944	fl:giulia_ln:müller-00762	loc-0078
11000945	fl:sakura_ln:petrov-00671	loc-0178
11000946	fl:kenji_ln:schmidt-00173	loc-0041
11000947	fl:noah_ln:schmidt-01110	loc-0112
11000947	fl:sofia_ln:garcia-00758	loc-0087
11000948	fl:seo-yun_ln:park-01728	loc-0199
11000948	fl:ahmed_ln:rodriguez-01622	loc-0014
11000948	fl:sakura_ln:davis-00673	loc-0174
11000949	fl:hans_ln:rossi-01588	loc-0119
11000949	fl:noah_ln:chen-01700	loc-0100
11000950	fl:greta_ln:martin-01468	loc-0035
11000951	fl:greta_ln:rossi-00113	loc-0176
11000951	fl:noah_ln:anderson-00743	loc-0087
11000952	fl:camille_ln:hassan-00966	loc-0004
11000953	fl:camille_ln:wang-00861	loc-0126
11000954	fl:luca_ln:suzuki-01602	loc-0084
11000955	fl:liu_ln:li-00584	loc-0062
11000956	fl:sakura_ln:brown-00472	loc-0149
11000956	fl:oliver_ln:hassan-00409	loc-0107
11000957	fl:marco_ln:chen-01500	loc-0108
11000958	fl:min_ln:rodriguez-01433	loc-0162
11000958	fl:luca_ln:hassan-00319	loc-0044
11000958	fl:wei_ln:patel-00528	loc-0018
11000958	fl:min_ln:sato-00791	loc-0052
11000959	fl:sofia_ln:johnson-01151	loc-0088
11000959	fl:sofia_ln:miller-01519	loc-0059
11000960	fl:sofia_ln:hassan-01175	loc-0158
11000960	fl:hiroshi_ln:li-00362	loc-0002
11000961	fl:priya_ln:johnson-00080	loc-0011
11000961	fl:alice_ln:brown-00645	loc-0060
11000961	fl:fatima_ln:rossi-00008	loc-0095
11000961	fl:emma_ln:miller-00228	loc-0084
11000962	fl:min_ln:johnson-00355	loc-0187
11000963	fl:priya_ln:sato-01198	loc-0013
11000963	fl:mohammed_ln:brown-01606	loc-0051
11000963	fl:seo-yun_ln:gupta-00797	loc-0008
11000963	fl:natasha_ln:kim-01722	loc-0153
11000964	fl:emma_ln:ahmed-00075	loc-0129
11000965	fl:giulia_ln:müller-00762	loc-0045
11000966	fl:natasha_ln:müller-00216	loc-0126
11000967	fl:camille_ln:rossi-00038	loc-0097
11000967	fl:rajesh_ln:hassan-01655	loc-0146
11000968	fl:john_ln:anderson-00564	loc-0097
11000968	fl:luca_ln:hassan-00365	loc-0055
11000968	fl:amelia_ln:khan-00486	loc-0187
11000969	fl:oliver_ln:hassan-00409	loc-0161
11000969	fl:olivia_ln:hassan-00691	loc-0139
11000970	fl:kenji_ln:davis-00162	loc-0000
11000970	fl:kenji_ln:johnson-01179	loc-0115
11000971	fl:pierre_ln:rossi-01445	loc-0136
11000971	fl:john_ln:kumar-00214	loc-0011
11000971	fl:liam_ln:zhang-01218	loc-0128
11000971	fl:fatima_ln:brown-00830	loc-0191
11000972	fl:ivan_ln:khan-00349	loc-0150
11000972	fl:olivia_ln:schmidt-01261	loc-0072
11000973	fl:aisha_ln:ali-01282	loc-0150
11000973	fl:kenji_ln:li-01396	loc-0181
11000974	fl:amelia_ln:li-01286	loc-0027
11000974	fl:olivia_ln:anderson-01723	loc-0015
11000975	fl:marco_ln:tanaka-00150	loc-0167
11000975	fl:isabella_ln:conti-01749	loc-0097
11000975	fl:greta_ln:yamamoto-01683	loc-0148
11000975	fl:ahmed_ln:rossi-01126	loc-0066
11000975	fl:mohammed_ln:rodriguez-01247	loc-0103
11000976	fl:liam_ln:hassan-00186	loc-0070
11000977	fl:amelia_ln:ahmed-01587	loc-0102
11000977	fl:sofia_ln:esposito-01619	loc-0102
11000977	fl:priya_ln:davis-01096	loc-0065
11000978	fl:oliver_ln:ahmed-01629	loc-0006
11000978	fl:min_ln:tanaka-00728	loc-0161
11000978	fl:anika_ln:miller-00201	loc-0084
11000978	fl:kenji_ln:ivanov-00665	loc-0198
11000979	fl:kenji_ln:smith-01402	loc-0002
11000979	fl:hans_ln:martin-01477	loc-0072
11000980	fl:olivia_ln:li-00668	loc-0069
11000981	fl:santosh_ln:anderson-01336	loc-0096
11000981	fl:fatima_ln:davis-00380	loc-0134
11000981	fl:priya_ln:sharma-01675	loc-0176
11000981	fl:sofia_ln:park-00980	loc-0176
11000981	fl:emma_ln:sharma-00952	loc-0187
11000982	fl:liam_ln:gupta-01516	loc-0166
11000982	fl:kenji_ln:johnson-01287	loc-0113
11000982	fl:hiroshi_ln:khan-01469	loc-0148
11000982	fl:natasha_ln:yamamoto-01277	loc-0128
11000983	fl:hans_ln:hassan-00147	loc-0176
11000983	fl:natasha_ln:kumar-01053	loc-0043
11000984	fl:natasha_ln:taylor-00280	loc-0002
11000984	fl:min_ln:sharma-00483	loc-0095
11000985	fl:seo-yun_ln:johnson-00242	loc-0167
11000985	fl:anika_ln:hassan-01132	loc-0039
11000985	fl:isabella_ln:wilson-00296	loc-0079
11000986	fl:liam_ln:esposito-00824	loc-0124
11000986	fl:chen_ln:yamamoto-01138	loc-0038
11000987	fl:aisha_ln:suzuki-01068	loc-0061
11000987	fl:ivan_ln:ahmed-01168	loc-0065
11000987	fl:yuki_ln:kumar-01543	loc-0121
11000987	fl:liam_ln:kim-01082	loc-0099
11000987	fl:wei_ln:garcia-01673	loc-0006
11000988	fl:aisha_ln:anderson-01438	loc-0011
11000988	fl:santosh_ln:zhang-00196	loc-0134
11000988	fl:natasha_ln:yamamoto-00845	loc-0110
11000989	fl:hans_ln:patel-01380	loc-0117
11000989	fl:anika_ln:sharma-01157	loc-0010
11000990	fl:natasha_ln:sato-00826	loc-0117
11000990	fl:santosh_ln:patel-00723	loc-0128
11000991	fl:amelia_ln:li-01286	loc-0192
11000992	fl:marco_ln:chen-01500	loc-0175
11000992	fl:luca_ln:suzuki-00898	loc-0194
11000992	fl:min_ln:dupont-01756	loc-0128
11000992	fl:ahmed_ln:smith-01153	loc-0109
11000992	fl:luca_ln:park-00491	loc-0171
11000993	fl:olivia_ln:kim-01708	loc-0127
11000994	fl:rajesh_ln:hassan-01655	loc-0013
11000994	fl:ahmed_ln:wilson-01404	loc-0089
11000995	fl:noah_ln:wilson-00360	loc-0166
11000995	fl:yuki_ln:rodriguez-01761	loc-0091
11000996	fl:wei_ln:brown-00243	loc-0195
11000996	fl:emma_ln:garcia-00247	loc-0105
11000996	fl:oliver_ln:rodriguez-01059	loc-0195
11000997	fl:rajesh_ln:sato-01394	loc-0135
11000997	fl:natasha_ln:li-00712	loc-0085
11000997	fl:rajesh_ln:johnson-00336	loc-0094
11000998	fl:amelia_ln:davis-00770	loc-0135
11000999	fl:hiroshi_ln:ali-00304	loc-0199
11000999	fl:natasha_ln:sato-01783	loc-0184
